Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Contender 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Short and Sweet","Olivier Bernard","Pierre-Luc Robitaille"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Premier 5.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","TRP Spotless","Joe Bondi","Ryan Gross"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Premier 5.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Chrissssss Browwwwnnnnnn","Chris Brown","Etienne Cote"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Premier 5.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Tipsy","Maxime Prince","Kieran Rose"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Premier 5.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Abrams / Hamilton","Thomas Hamilton","Dan Abrams"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Princess","Maxime Prince","Laurence Vallée"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",2,"🥈 Silver Medal","None","False Confidence","Henry Pilliod","Katheleen Phan"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","California Girls","Lucas Pruett","Malia Wanderer"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",4,"4th Place (No Award)","None","Meagan/Joey","Meagan Bown","Joey Maichen"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Advanced 3.5-4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Siena Spikeball","Michael Vilardo","Brendan Kasuba"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Advanced 3.5-4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Gabagool","Benjamin Gardiner","Joel Morrell"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Advanced 3.5-4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Whaling Wizards","Andres Marquez","Eric Holt"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Advanced 3.5-4.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Freezer Tarps","David Craft","Reuben Philip"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Bow Bow Bow","Mitch Kelley","Neal Bergman"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Chorn on the Cob","Clifford Amadeo LeVeque","Chris Wilkins"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","24 and Me","Louie Simbajon","Joey Reynolds"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",4,"4th Place (No Award)","None","Brown Boys","Kenny Velu","Andrew Perez"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Rogue","Thomas Hamilton","Ryan Marino"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Swamp Donkeys","Etienne Cote","Emerson Dean"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Gooey Lipps ","Owen Lippman","Sunny Gu"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",4,"4th Place (No Award)","None","Babin & Laurin","Tyler Babin","Olivier Laurin"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Deep Dive","Maciah Aldrich","Hayden Carlson"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Single Entendre","Seth Huggard","Josiah McKinney"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Yeti","Jacob Corbett","Sam Dunlevy"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",4,"4th Place (No Award)","None","t-ball","Tate Geiser","Tommy Oddo"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","It’s Nathan Time","Eddie Wu","Nathaniel Cuenca"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Chicago Handshake","David Xu","Riley Chenard"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Receive these balls","Benigno Mckain","Will Janusz"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Receive Pressure","Jacob Sisco","Alex Heimov"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","sherms","Mason Hansen","izak krajeski"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Speedy Rabbits","Chad Lewandowski","Walter Withrow"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Double T","Thomas Chin","Tyler Leach"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Goin Ballin'","Nayib Mall","Peter Meehan"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Sah ECCITEDD","Sunny Gu","Thomas Hoffman"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","White Lotus Roundnet ","Ely Marciano","Mitchell Carter"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Happy Heffalumps","Michael Catuccio","Matt Catuccio"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Unnecessarily Cheeky","Brandon Spector","blake rock"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","3 Plate Combo","Matthew Cole","Luke Mowry"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","NEM Phantom","Tyler Fernandez","Caleb Cummings"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Abrams/Rose","Kieran Rose","Dan Abrams"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","Dinomite","Charlie Camarena","Auriel Wish"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Contender 4.5","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Reverse! Reverse!","Caleb Allen","Felipe Martinez"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Contender 4.5","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Quinntin Tarantimo","Quinn Hufler","Tim Gaskin"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Contender 4.5","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Straight Outta Brittingham","Anthony Winney","Devon Lee"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Contender 4.5","Top Tier (Glassware)",4,"4th Place (No Award)","None","Ultralight Beam","Jack Stinson","Jared Almon"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","HS / Recreational","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Squeeze money","TATE SQUIRES","Carter Enloe"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","HS / Recreational","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","BROCK AND HARDY","Austin Hardy","Brock Gibson"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","HS / Recreational","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Aceholes","Ander Lovell","Rex Atkinson"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","HS / Recreational","Top Tier (Glassware)",4,"4th Place (No Award)","None","Pound Town","Liam Neuenschwander","Sam Parker"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","5.0 Premier","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Chandler is my handler","Garrett Carver","Chandler Hertzler"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","5.0 Premier","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","#nerfkyler","Kyler Cote","Jake LeBaron"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","5.0 Premier","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Bucketeers","Trevor Zaleski","Matt Barlow"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","5.0 Premier","Top Tier (Glassware)",4,"4th Place (No Award)","None","Pardon My French","Tanner Scherwinski","Bryant Karratti"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.5 Elite","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Domain Expansion","Joshua Lin","Jayden Nguyen"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.5 Elite","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Cougar Pitt","Camden Sandberg","Nick Genkinger"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.5 Elite","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Fang","Daniel Feller","Alex Tamang"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.5 Elite","Top Tier (Glassware)",4,"4th Place (No Award)","None","Wombo Combo","Alex Goates","Cooper Jenkins"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.0 Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Sanfords Children","Zach Rich","Jaxon Rich"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.0 Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Slammo Roundnet","Becca Feller","Daniel Wight"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.0 Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Ball Busters","Brayden Evans","Micah Campbell"
"Back-to-School Major","2024","2024-09-07","Millcreek, UT, US","4.0 Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","giggle gang","Sidney Parker","Braydon Oler"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","2.0-4.0 Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","Poutine Powered","Brian Quach","George Zywiel"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","2.0-4.0 Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Da Bois","Emmanuel Flores","Michael Leung"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","2.0-4.0 Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Jonas/Gavin","Jonas Frost","Gavin Hansen"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","2.0-4.0 Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","Chicharron Boys","Justin Estores","Ryan Michelfelder"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",1,"🥇 Gold Medal","None","Nelson / Lowe","Elle Lowe","Connor Nelson"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",2,"🥈 Silver Medal","None","Big Slick","Michael Du","Nathan Robertt"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",3,"🥉 Bronze Medal","None","De 916","Clifton Miller","Trevor Barbosa"
"California Roundnet Open #5- NorCal","2024","2024-10-05","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",4,"4th Place (No Award)","None","The Blind Bandits","Noah Saddik","Joey Carmichael"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Premier +5.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Glizzy Gladiators","Polk Denmark","Jacob Summers"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Premier +5.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Chu là","Thomas Dery","Guillaume Bilodeau"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Premier +5.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","FreeELO","Clifford Amadeo LeVeque","Nick Evanko"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Premier +5.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","The Diamond Dogs","Reid Pfutzenreuter","Bennett Anderson"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Contender 4.5+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Centros","Jon Esposo","Jaxon Gonzalez"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Contender 4.5+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Budster","Keith Fleischmann","Maxwell McNally"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Contender 4.5+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Pick Pockets","Riley Redmon","Joel Hoffler"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Contender 4.5+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Seazoned","Brent Summers","Zach Snover"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Int/Adv 2.0-4.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","nail salon","Corrie Velder","McKenna McKean"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Int/Adv 2.0-4.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Splash Bros","Maddie Huffstetler","Christina Nikas"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Int/Adv 2.0-4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","BHADDIES","Sylvia Dean","Jaime Cunningham"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Int/Adv 2.0-4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","yu yu yu me me yu yu me","Michelle Yu","Holly Yu"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Advanced 4.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Double Faultz","Collin Cook","Matthew Hetrick"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Advanced 4.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","2 Stroke","Ronin Harper","Steven Lewis"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Advanced 4.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Aang Gang","Hudson Walker","Jonah Walker"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Advanced 4.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","Double faulters","cameron turner","Damian Maldonado"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Pro 5.5+ (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Chalk","Katheleen Phan","Katie Pierson"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Pro 5.5+ (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","All we do is win","Maxime Prince","Karah Hui"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Pro 5.5+ (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Auf Lock","Laura Kunzelmann","Sarah Allen"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Pro 5.5+ (Sunday)","Top Tier (Glassware)",4,"4th Place (No Award)","None","🇪🇺","Peer Kanis","Megan Leybourne"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Rally Ball Experimental (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","We're In Debt","Micah Allin","Tyler Fernandez"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Rally Ball Experimental (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","David/Thomas","David Gonzales","Thomas Hamilton"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Rally Ball Experimental (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","GWR Dantowitz / Gross","Ryan Gross","Ben Dantowitz"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Rally Ball Experimental (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Few Peas Short ","Joe Bondi","Henry Switz"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Advanced 4.5+ (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Airborne","Lou Washburn","Robin Florinda"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Advanced 4.5+ (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","JQ^2","Jhanaj Quispe","Josef Quispe"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Advanced 4.5+ (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","go bears","Caleb Cummings","Joanna Gould"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Mixed Advanced 4.5+ (Sunday)","Top Tier (Glassware)",4,"4th Place (No Award)","None","tyves","Tiff Ding","Yves Tschan"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Open Pro 6.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Ultra Instinct","Gabriel Finocchi","Thomas Hamilton"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Open Pro 6.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","J.A.R.V.I.S.","Josh Fragiacomo","Connor Nelson"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Open Pro 6.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Eisenträger/Siemer","Eisenträger Lukas","Paul Siemer"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Open Pro 6.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Insystem","Etienne Cote","Blake Bosak"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Pro 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Nova","Laura Kunzelmann","Inès Paysan"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Pro 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Pierson/Phan","Katheleen Phan","Katie Pierson"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Pro 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","THUS Parabatai","Kalin Morgan","Kayla Wu-Fleming"
"The 2024 Spikeball Tour Series Championship","2024","2024-10-12","Rock Hill, SC, US","Women's Pro 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Carry Set","Malia Wanderer","Abigale Lamontagne"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","5.0 Expert","Lower Division (Medals)",1,"🥇 Gold Medal","None","Endgame","Josh Fragiacomo","Trevor Barbosa"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","5.0 Expert","Lower Division (Medals)",2,"🥈 Silver Medal","None","Fractal Spikes","Connor Nelson","Michael Du"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","5.0 Expert","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Flagship","Joseph Kaylor","Lucas Pruett"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","5.0 Expert","Lower Division (Medals)",4,"4th Place (No Award)","None","Dialed","Josh Cain","Luke Pennington"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","Eli/kelvin","Eli Wortman","Calvin Chang"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Naughty Ninjas","Dante Benedetti","Gabriel Rouse"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Net Worth","Aiden Edwards","Hunter Koth"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","Jake/Aubrey","Aubrey Lilomaiava","Jake Young"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Womens","Lower Division (Medals)",1,"🥇 Gold Medal","None","Black and ElleLowe","Elle Lowe","Perrin York"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Womens","Lower Division (Medals)",2,"🥈 Silver Medal","None","hb shaygo and kim possible","Sebastiani Kim","Shaina Berk"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Womens","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Alex/Adrianna","Adrianna Grothause","Alex Veron"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.5 Womens","Lower Division (Medals)",4,"4th Place (No Award)","None","JoAlle","Ally Chou","Joelle Nguyen"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.0 Mixed","Lower Division (Medals)",1,"🥇 Gold Medal","None","Not Pro and Con","Connor Nelson","Abby Cham"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.0 Mixed","Lower Division (Medals)",2,"🥈 Silver Medal","None","Origami","Trevor Barbosa","Sebastiani Kim"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.0 Mixed","Lower Division (Medals)",3,"🥉 Bronze Medal","None","National Sexual Tension Day","Adrianna Grothause","Joseph Kaylor"
"California Roundnet Regionals #3 - SLO","2024","2024-10-26","Santa Maria, CA, US","4.0 Mixed","Lower Division (Medals)",4,"4th Place (No Award)","None","Brain Activity Meeting Room Table","Lucas Pruett","Perrin York"
"ERS Championship 2024","2024","2024-12-21","Palmyra, PA, US","4.0-4.5 Open Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","Deadly Left","Diego Lopez","Luke Trexler"
"ERS Championship 2024","2024","2024-12-21","Palmyra, PA, US","4.0-4.5 Open Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","jojo tiwa","Tiff Ding","Joanna Gould"
"ERS Championship 2024","2024","2024-12-21","Palmyra, PA, US","4.0-4.5 Open Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Front Pocket","Michael Tracey","James Halpin"
"ERS Championship 2024","2024","2024-12-21","Palmyra, PA, US","4.0-4.5 Open Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","FRK Freakbob","Isaac Mixon","Lourna Szabanos"
"ERS Championship 2024","2024","2024-12-21","Palmyra, PA, US","5.0+ Open","Lower Division (Medals)",1,"🥇 Gold Medal","None","LL MKUltra","Mike Garrett","Gabriel Finocchi"
"ERS Championship 2024","2024","2024-12-21","Palmyra, PA, US","5.0+ Open","Lower Division (Medals)",2,"🥈 Silver Medal","None","TRP Abrams/ Picone ☀️🚿 ","Will Picone","Dan Abrams"
